id,Target,Stance
1.24332E+18,stay_at_home_orders,FAVOR
1.24342E+18,stay_at_home_orders,FAVOR
1.24343E+18,stay_at_home_orders,NONE
1.24496E+18,stay_at_home_orders,FAVOR
1.24496E+18,stay_at_home_orders,FAVOR
1.24836E+18,stay_at_home_orders,AGAINST
1.24877E+18,stay_at_home_orders,AGAINST
1.24935E+18,stay_at_home_orders,AGAINST
1.2498E+18,stay_at_home_orders,AGAINST
1.25139E+18,stay_at_home_orders,FAVOR
1.25187E+18,stay_at_home_orders,AGAINST
1.25327E+18,stay_at_home_orders,AGAINST
1.25378E+18,stay_at_home_orders,FAVOR
1.25379E+18,stay_at_home_orders,FAVOR
1.27274E+18,stay_at_home_orders,FAVOR
1.27593E+18,stay_at_home_orders,AGAINST
1.27598E+18,stay_at_home_orders,NONE
1.27609E+18,stay_at_home_orders,AGAINST
1.27619E+18,stay_at_home_orders,AGAINST
1.2762E+18,stay_at_home_orders,NONE
1.27621E+18,stay_at_home_orders,AGAINST
1.27638E+18,stay_at_home_orders,AGAINST
1.27644E+18,stay_at_home_orders,NONE
1.27649E+18,stay_at_home_orders,AGAINST
1.27655E+18,stay_at_home_orders,AGAINST
1.2766E+18,stay_at_home_orders,AGAINST
1.27663E+18,stay_at_home_orders,AGAINST
1.27666E+18,stay_at_home_orders,AGAINST
1.27666E+18,stay_at_home_orders,AGAINST
1.27672E+18,stay_at_home_orders,AGAINST
1.27683E+18,stay_at_home_orders,AGAINST
1.27689E+18,stay_at_home_orders,AGAINST
1.27692E+18,stay_at_home_orders,NONE
1.27693E+18,stay_at_home_orders,NONE
1.27694E+18,stay_at_home_orders,NONE
1.27697E+18,stay_at_home_orders,AGAINST
1.277E+18,stay_at_home_orders,AGAINST
1.27701E+18,stay_at_home_orders,NONE
1.27701E+18,stay_at_home_orders,FAVOR
1.27704E+18,stay_at_home_orders,AGAINST
1.27704E+18,stay_at_home_orders,NONE
1.27709E+18,stay_at_home_orders,NONE
1.27711E+18,stay_at_home_orders,NONE
1.27718E+18,stay_at_home_orders,NONE
1.27722E+18,stay_at_home_orders,NONE
1.27726E+18,stay_at_home_orders,AGAINST
1.27726E+18,stay_at_home_orders,AGAINST
1.27728E+18,stay_at_home_orders,FAVOR
1.27729E+18,stay_at_home_orders,FAVOR
1.27734E+18,stay_at_home_orders,NONE
1.27738E+18,stay_at_home_orders,AGAINST
1.27747E+18,stay_at_home_orders,NONE
1.2775E+18,stay_at_home_orders,NONE
1.27754E+18,stay_at_home_orders,FAVOR
1.27757E+18,stay_at_home_orders,NONE
1.27757E+18,stay_at_home_orders,NONE
1.27762E+18,stay_at_home_orders,NONE
1.27762E+18,stay_at_home_orders,FAVOR
1.27762E+18,stay_at_home_orders,NONE
1.27763E+18,stay_at_home_orders,NONE
